gene_id,POC-201-TP1,POC-201-TP2,POC-219-TP1,POC-219-TP2,POC-219-TP3,POC-219-TP4,POC-222-TP1,POC-222-TP3,POC-222-TP4,POC-255-TP1,POC-255-TP2,POC-255-TP3,POC-259-TP1,POC-259-TP2,POC-40-TP1,POC-40-TP2,POC-40-TP3,POC-40-TP4,POC-42-TP2,POC-42-TP4,POC-52-TP1,POC-52-TP2,POC-52-TP3,POC-52-TP4,POC-53-TP1,POC-53-TP2,POC-53-TP3,POC-53-TP4,POC-57-TP1,POC-57-TP2,POC-57-TP3,POC-57-TP4
"('OG_14295', 'Pocillopora_meandrina_HIv1___RNAseq.g13702.t1')",8,0,0,3,0,0,11,24,9,4,0,0,6,0,9,2,42,73,0,139,0,0,0,9,33,10,11,0,33,14,4,0
"('OG_15754', 'Pocillopora_meandrina_HIv1___RNAseq.g13771.t1')",0,0,0,0,0,0,0,18,10,0,0,0,0,0,8,0,47,50,0,80,0,0,0,8,27,4,7,0,13,12,3,0
"('OG_01317', 'Pocillopora_meandrina_HIv1___RNAseq.g8094.t1')",2185,2046,3749,2092,282,1239,207,4497,2009,35,921,494,1481,1987,941,761,2071,176,444,66,292,886,2220,4873,1834,1477,1733,439,1994,591,4488,620
"('OG_01354', 'Pocillopora_meandrina_HIv1___RNAseq.g8154.t1')",9,116,98,249,39,27,1495,36,23,2239,96,63,34,15,457,681,79,898,538,1199,0,432,142,18,33,141,32,288,64,440,38,22
"('OG_01353', 'Pocillopora_meandrina_HIv1___RNAseq.g8152.t1')",114,106,88,46,0,34,134,149,37,79,36,27,138,133,22,26,43,31,13,0,0,33,105,103,112,33,176,18,51,36,153,58
"('OG_14012', 'Pocillopora_meandrina_HIv1___RNAseq.g8153.t1')",398,558,1354,707,225,814,2546,767,757,4284,1183,1052,700,613,931,1182,614,2752,657,2350,71,669,835,549,600,767,455,1715,739,1134,840,542
"('OG_01384', 'Pocillopora_meandrina_HIv1___TS.g19950.t1')",348,296,99,161,0,125,394,248,155,145,285,47,302,528,323,256,402,199,307,0,0,199,165,307,325,285,355,82,467,117,486,154
"('OG_01277', 'Pocillopora_meandrina_HIv1___RNAseq.g8302.t1')",216,369,218,348,80,159,174,213,38,154,198,61,238,291,75,139,327,151,172,14,0,93,234,181,188,115,263,60,297,157,290,170
"('OG_01223', 'Pocillopora_meandrina_HIv1___RNAseq.g8333.t1')",2746,1675,1368,1108,112,760,991,1613,783,627,1525,1040,973,1044,759,740,1404,500,412,204,93,848,1650,1836,2320,867,2602,650,1419,727,2790,1147
"('OG_15375', 'Pocillopora_meandrina_HIv1___RNAseq.g8424.t1')",32,53,38,12,11,28,131,10,4,97,253,42,25,64,80,158,43,79,450,222,0,99,47,43,233,180,169,38,49,230,45,57
"('OG_16209', 'Pocillopora_meandrina_HIv1___RNAseq.g8427.t1')",124,597,443,38,40,374,434,79,8,692,1090,34,151,429,392,583,155,235,1134,876,0,952,108,207,1028,866,495,190,122,487,98,340
"('OG_09247', 'Pocillopora_meandrina_HIv1___RNAseq.g8456.t1')",73580,43451,37000,30983,3330,13745,30302,42942,12079,32658,30160,10848,23488,21216,28839,12951,29587,23716,12835,6156,1311,16439,25066,49497,35428,33574,37575,17241,30606,10876,41903,21385
"('OG_15617', 'Pocillopora_meandrina_HIv1___RNAseq.g8471.t1')",2,3,4,4,0,8,38,8,13,5,8,7,19,7,8,13,9,9,0,0,0,1,2,13,5,11,0,5,13,2,3,2
"('OG_16270', 'Pocillopora_meandrina_HIv1___RNAseq.g8542.t1')",140,259,217,316,9,193,82,229,135,33,74,46,141,226,189,173,390,164,129,16,0,95,124,163,229,250,165,57,281,202,271,118
"('OG_01177', 'Pocillopora_meandrina_HIv1___RNAseq.g8574.t1')",5465,2397,1945,3640,224,1542,7607,580,404,38083,6466,1493,2557,853,17777,7764,1707,15964,6752,2711,96,4464,5495,2374,9945,7312,3224,7290,2422,6232,657,2568
"('OG_18229', 'Pocillopora_meandrina_HIv1___RNAseq.g8627.t1')",36,31,198,45,89,152,149,230,91,129,39,125,46,47,58,272,137,152,131,147,0,91,59,136,61,34,121,49,66,41,174,119
"('OG_01117', 'Pocillopora_meandrina_HIv1___TS.g20470.t1')",682,463,606,240,48,452,599,668,583,728,353,242,361,341,221,418,481,508,336,481,58,439,416,1094,477,331,720,511,395,372,726,1152
"('OG_01121', 'Pocillopora_meandrina_HIv1___RNAseq.g8765.t1')",875,1814,954,691,51,190,2626,2101,378,2252,801,182,1688,1902,1313,1247,1171,1458,1683,107,9,921,773,1811,1755,1142,1800,297,863,554,1798,741
"('OG_01147', 'Pocillopora_meandrina_HIv1___RNAseq.g8829.t1')",234,507,653,111,108,64,150,917,96,51,131,157,319,600,46,33,273,14,6,0,24,30,313,1075,287,86,403,14,223,40,752,40
"('OG_10008', 'Pocillopora_meandrina_HIv1___RNAseq.g8840.t1')",1830,1072,600,485,93,335,764,912,341,816,724,454,576,542,454,826,985,514,794,161,30,817,875,1571,962,1604,1437,513,597,196,987,1112
"('OG_10039', 'Pocillopora_meandrina_HIv1___RNAseq.g8924.t1')",1201,663,510,295,32,145,1158,1082,309,472,379,97,869,1205,508,360,1165,431,310,9,50,191,660,1282,1014,360,1049,116,952,260,1265,370
"('OG_16122', 'Pocillopora_meandrina_HIv1___RNAseq.g8943.t1')",0,0,0,0,0,8,7,0,0,0,0,0,2,5,0,0,0,0,0,10,0,0,0,0,5,0,0,7,2,5,0,14
"('OG_10055', 'Pocillopora_meandrina_HIv1___TS.g20680.t2')",3859,2588,1194,1645,331,501,1254,1824,955,931,2166,755,5166,3824,1490,1513,1803,854,897,233,167,990,1292,1382,2059,1034,3236,408,2253,2292,2878,865
"('OG_14500', 'Pocillopora_meandrina_HIv1___RNAseq.g9524.t1')",235,292,56,92,0,33,356,72,12,450,83,20,86,212,138,119,192,395,138,13,41,95,62,149,209,36,250,6,51,11,201,57
"('OG_14505', 'Pocillopora_meandrina_HIv1___RNAseq.g9577.t1')",3067,4116,3512,2670,337,1843,5923,4721,2486,4929,3926,898,2142,3944,3610,5575,3921,7855,6006,1427,241,4587,3836,3752,2620,3333,4081,2853,3585,2277,3449,5609
"('OG_18258', 'Pocillopora_meandrina_HIv1___RNAseq.g10007.t1')",10,0,6,4,0,2,6,8,0,20,12,1,2,0,20,33,29,31,13,23,0,36,3,9,8,9,6,11,19,14,5,7
"('OG_04209', 'Pocillopora_meandrina_HIv1___RNAseq.g10045.t1')",376,479,229,201,50,151,151,521,197,115,331,131,350,733,156,132,389,80,159,31,61,183,272,504,515,259,711,60,407,138,622,155
"('OG_17479', 'Pocillopora_meandrina_HIv1___TS.g9636.t1')",17,0,0,0,0,0,29,14,16,0,0,0,0,9,11,2,22,19,0,0,0,0,0,21,22,9,12,0,12,11,11,0
"('OG_14627', 'Pocillopora_meandrina_HIv1___RNAseq.g3481.t1')",206,156,30,65,9,47,665,64,71,633,351,81,257,144,924,680,281,274,517,164,0,342,153,106,226,401,421,191,134,420,73,276
"('OG_14158', 'Pocillopora_meandrina_HIv1___RNAseq.g3514.t1')",8,48,18,7,0,6,14,14,18,16,36,9,22,8,25,16,34,5,57,0,0,16,22,0,19,14,23,5,0,18,0,9
"('OG_16389', 'Pocillopora_meandrina_HIv1___RNAseq.g3618.t1')",13,12,7,19,0,13,18,15,0,9,45,0,14,27,27,25,12,17,18,0,0,23,10,17,24,21,16,0,11,20,18,27
"('OG_07531', 'Pocillopora_meandrina_HIv1___RNAseq.g25964.t2')",22,45,11,0,0,6,22,26,17,23,48,21,12,22,28,64,36,16,68,53,0,50,21,31,21,46,30,9,14,16,0,22
"('OG_07508', 'Pocillopora_meandrina_HIv1___TS.g18783.t1')",106,518,524,311,54,163,707,810,137,567,220,409,496,576,230,256,183,408,470,212,77,342,192,392,199,158,553,355,273,418,462,380
"('OG_07620', 'Pocillopora_meandrina_HIv1___TS.g18876.t2')",416,406,452,308,15,343,513,904,433,254,350,614,348,414,118,142,291,122,183,140,19,376,317,769,268,435,608,280,402,174,504,375
"('OG_15137', 'Pocillopora_meandrina_HIv1___RNAseq.17828_t')",625,1587,620,733,34,589,661,516,223,353,662,609,642,700,157,523,224,121,496,172,0,766,318,533,348,385,390,283,621,555,432,170
"('OG_15121', 'Pocillopora_meandrina_HIv1___RNAseq.g26177.t1')",1739,2834,1723,1353,262,1390,1415,3405,1579,687,2204,1263,1887,3104,1609,1394,2387,1290,1495,739,86,1489,1437,3167,1795,1250,3160,1231,1812,951,2886,2539
"('OG_08717', 'Pocillopora_meandrina_HIv1___TS.g18990.t1')",9,9,9,18,6,31,74,10,15,35,24,11,50,68,71,63,45,21,85,10,0,22,26,36,40,27,28,23,39,65,38,14
"('OG_07389', 'Pocillopora_meandrina_HIv1___RNAseq.g26354.t1')",208,157,120,121,28,22,53,576,165,111,153,52,231,143,101,397,105,103,237,40,0,458,353,206,387,545,534,162,117,53,153,208
"('OG_07394', 'Pocillopora_meandrina_HIv1___RNAseq.g26355.t1')",632,922,1472,766,142,1179,655,5862,1530,112,1061,1823,657,1525,2170,2275,1857,1444,1583,971,54,1105,919,1785,1493,1444,2303,1888,1789,552,3830,2627
"('OG_16145', 'Pocillopora_meandrina_HIv1___RNAseq.g26470.t1')",324,306,712,637,81,189,829,792,268,828,534,129,536,610,573,444,527,476,587,6,165,1104,572,671,705,435,689,153,582,206,867,232
"('OG_16654', 'Pocillopora_meandrina_HIv1___RNAseq.g26471.t1')",218,272,229,280,25,91,378,316,98,301,117,15,163,203,505,347,521,481,282,0,26,161,232,264,335,210,410,76,320,140,462,83
"('OG_17389', 'Pocillopora_meandrina_HIv1___RNAseq.g26639.t1')",4935,4051,3213,2048,390,3079,7835,5269,3611,8125,2765,3143,2902,4007,5145,6164,6159,9032,5469,3173,195,4737,2867,4345,3502,2825,6401,7442,3821,3367,4977,10372
"('OG_04537', 'Pocillopora_meandrina_HIv1___RNAseq.g4110.t1')",37,131,227,39,17,19,566,152,147,286,69,53,39,199,37,24,137,179,74,24,12,29,84,140,128,90,96,41,105,41,170,47
"('OG_04538', 'Pocillopora_meandrina_HIv1___RNAseq.g4121.t1')",414,629,96,151,164,227,408,492,234,84,856,279,386,717,178,215,370,132,154,76,61,540,273,402,794,307,673,199,174,290,357,214
"('OG_14588', 'Pocillopora_meandrina_HIv1___RNAseq.g4122.t1')",362,297,157,137,212,131,398,380,198,111,518,178,355,329,128,156,476,109,226,63,20,303,201,497,605,329,509,125,156,222,444,77
"('OG_06004', 'Pocillopora_meandrina_HIv1___RNAseq.g4199.t1')",2670,1288,818,655,215,331,2089,1454,383,2698,1235,311,1106,1172,1775,2694,1443,2088,3221,78,31,1679,965,1548,1917,1653,1704,592,1470,408,1997,1786
"('OG_18179', 'Pocillopora_meandrina_HIv1___TS.g21686.t1')",1339,751,501,613,70,211,551,506,189,661,838,102,906,520,563,348,499,436,385,90,0,651,562,783,524,398,725,201,623,575,930,484
"('OG_04698', 'Pocillopora_meandrina_HIv1___TS.g21687.t1')",267,146,44,36,0,24,66,106,10,63,70,31,67,80,91,71,111,60,99,80,0,52,78,51,123,198,129,14,184,44,158,36
"('OG_14612', 'Pocillopora_meandrina_HIv1___TS.g21693.t1')",206,131,154,61,57,46,216,152,35,176,82,59,104,60,32,49,75,210,71,29,0,73,99,149,93,29,137,27,103,21,155,27
"('OG_04694', 'Pocillopora_meandrina_HIv1___RNAseq.g4292.t1')",1113,1046,529,551,238,373,1316,1151,383,1079,675,143,612,865,850,801,720,898,1061,47,52,668,559,842,958,1030,1035,472,793,207,846,694
"('OG_14615', 'Pocillopora_meandrina_HIv1___RNAseq.g4364.t1b')",31,30,75,32,0,37,12,16,3,20,28,10,18,13,11,13,7,0,25,9,0,12,41,53,29,8,39,4,16,7,24,16
"('OG_04723', 'Pocillopora_meandrina_HIv1___RNAseq.g4434.t2')",1424,1722,917,821,68,309,1934,1765,391,1431,997,244,1221,1859,1163,855,1567,926,1294,81,56,579,848,1523,1278,976,1644,357,1158,329,1832,617
"('OG_16192', 'Pocillopora_meandrina_HIv1___RNAseq.g4467.t1')",265,514,83,98,26,29,425,619,70,12,17,0,1313,1517,56,42,169,54,46,0,39,186,691,985,865,222,733,37,273,44,522,72
"('OG_14623', 'Pocillopora_meandrina_HIv1___TS.g21950.t1')",892,616,288,419,21,131,844,461,163,1079,445,141,420,257,629,568,564,498,543,110,42,395,318,557,729,577,662,75,581,157,766,505
"('OG_04514', 'Pocillopora_meandrina_HIv1___RNAseq.g4597.t1')",1588,505,81,218,42,68,1290,18,28,959,408,12,119,48,3215,2832,250,3125,2219,700,17,4073,1315,158,64,3097,18,1539,1152,2530,74,3238
"('OG_04515', 'Pocillopora_meandrina_HIv1___RNAseq.g4598.t1')",530,272,261,162,71,222,356,426,345,263,502,315,403,367,402,284,484,253,274,124,0,272,271,380,282,297,291,112,376,189,402,234
"('OG_04547', 'Pocillopora_meandrina_HIv1___RNAseq.g4779.t1')",1881,1694,1140,916,183,421,1485,4407,750,779,1066,457,1202,2005,599,768,1860,531,645,24,75,820,1530,3362,1619,980,2805,347,1528,342,3067,745
"('OG_04560', 'Pocillopora_meandrina_HIv1___RNAseq.g4798.t1')",82953,16551,31088,44969,10225,9298,17243,51078,18546,29018,52225,17778,26062,19381,34406,20455,29541,19007,21308,4925,5563,22726,40448,43603,61141,22995,58295,15088,34215,18077,47251,10429
"('OG_04789', 'Pocillopora_meandrina_HIv1___RNAseq.g4823.t1')",1067,1126,943,519,253,813,1348,1322,927,832,522,671,679,1207,923,971,490,937,1391,563,293,1226,640,1087,428,612,852,1090,1179,551,722,1427
"('OG_16883', 'Pocillopora_meandrina_HIv1___TS.g22257.t1')",8909,4826,3193,4596,534,9790,3296,1767,5523,4642,6162,1931,5933,3397,11090,10973,2214,4791,6696,1171,578,20497,3772,3062,5510,12187,4542,4467,8335,21857,3567,12818
"('OG_16844', 'Pocillopora_meandrina_HIv1___RNAseq.g11234.t1')",22,49,163,58,16,49,46,322,98,40,73,25,22,45,38,71,61,49,16,9,0,42,22,94,51,50,106,194,55,17,77,30
"('OG_09806', 'Pocillopora_meandrina_HIv1___RNAseq.g11511.t1')",31559,14227,14492,13609,939,8059,38728,13644,6005,56573,14378,3616,15812,11100,22956,12865,13180,25131,18516,2460,178,10208,10874,20005,14649,14348,17500,8478,13193,7102,14929,28605
"('OG_00807', 'Pocillopora_meandrina_HIv1___RNAseq.g11690.t1')",627,1571,1773,816,122,250,458,2071,519,241,579,718,871,2191,208,323,665,326,454,128,44,709,704,1372,721,322,1346,214,515,214,1310,495
"('OG_00030', 'Pocillopora_meandrina_HIv1___TS.g6172.t1')",796,349,369,353,31,335,301,510,185,145,198,64,286,371,338,120,220,134,459,55,0,210,228,307,332,314,293,210,505,403,542,643
"('OG_14563', 'Pocillopora_meandrina_HIv1___RNAseq.g28982.t1')",58,305,153,16,35,66,169,50,3,373,736,52,90,260,243,1136,216,535,1130,694,0,674,115,269,269,369,166,31,58,112,123,164
"('OG_13792', 'Pocillopora_meandrina_HIv1___RNAseq.g28991.t1')",41,150,62,4,0,15,10,6,0,55,123,10,24,16,9,50,22,41,138,244,0,147,33,95,69,51,83,41,22,40,18,96
"('OG_17285', 'Pocillopora_meandrina_HIv1___TS.g6340.t1')",434,494,339,256,24,279,19,31,25,103,147,139,94,182,131,65,174,88,300,77,19,88,131,101,388,175,311,172,42,122,152,367
"('OG_00246', 'Pocillopora_meandrina_HIv1___TS.g6384.t1')",25,18,51,28,0,0,20,48,36,0,44,9,26,29,17,20,44,25,20,44,12,33,43,147,103,51,40,5,25,47,33,7
"('OG_13886', 'Pocillopora_meandrina_HIv1___RNAseq.g29240.t1')",15,77,51,6,96,94,67,42,10,81,157,33,32,32,139,155,104,43,120,232,0,153,81,56,93,98,131,74,25,65,15,120
"('OG_16544', 'Pocillopora_meandrina_HIv1___TS.g6449.t1')",14,124,25,0,0,16,84,10,11,101,252,11,13,20,86,75,27,47,239,174,0,128,39,23,83,66,92,23,27,125,52,61
"('OG_00378', 'Pocillopora_meandrina_HIv1___RNAseq.g29243.t1')",45,34,24,0,0,0,39,26,7,11,25,0,55,39,15,0,72,42,11,0,0,22,25,29,32,27,65,6,51,31,64,45
"('OG_00305', 'Pocillopora_meandrina_HIv1___RNAseq.g29366.t1')",158,269,292,152,53,122,476,374,131,225,187,110,246,220,43,48,85,64,147,113,31,65,98,166,103,69,214,136,169,96,272,274
"('OG_00302', 'Pocillopora_meandrina_HIv1___RNAseq.g29377.t1')",18,16,16,0,0,2,14,32,0,15,17,0,19,14,19,0,23,12,0,0,0,0,0,9,12,0,47,6,0,0,35,48
"('OG_00298', 'Pocillopora_meandrina_HIv1___RNAseq.g29382.t1')",44,40,73,47,0,12,75,49,59,46,24,0,63,59,55,10,137,45,31,7,0,32,54,44,74,22,97,8,37,53,60,56
"('OG_00297', 'Pocillopora_meandrina_HIv1___RNAseq.g29383.t1')",365,110,289,53,26,87,457,209,208,77,147,24,274,255,163,69,348,132,129,45,28,135,181,190,111,68,281,36,154,148,338,332
"('OG_00355', 'Pocillopora_meandrina_HIv1___RNAseq.g29540.t1')",9315,1689,956,3316,279,1571,2933,2108,2389,3616,7711,471,1455,1860,8647,9989,8664,6504,3577,297,316,3713,2419,3215,4813,7988,2806,1346,8906,1653,4455,4210
"('OG_15594', 'Pocillopora_meandrina_HIv1___RNAseq.g29581.t1')",10,28,55,34,10,10,77,43,8,53,10,3,16,29,12,12,25,5,16,0,0,13,9,19,0,0,0,0,16,6,47,3
"('OG_16469', 'Pocillopora_meandrina_HIv1___RNAseq.g28200.t1')",4,6,7,0,0,19,5,2,0,96,42,0,10,0,20,15,7,29,0,14,0,2,0,5,12,33,39,19,2,5,6,42
"('OG_17841', 'Pocillopora_meandrina_HIv1___RNAseq.g28169.t1b')",53,68,10,13,0,0,0,8,0,12,50,0,8,10,10,0,19,0,69,0,0,6,13,13,44,66,47,5,30,0,31,29
"('OG_08878', 'Pocillopora_meandrina_HIv1___TS.g8098.t1')",2797,4288,2281,2138,231,1820,20062,5336,2489,9398,2864,851,2215,2716,4192,3500,3385,6409,5024,986,112,2580,1864,1883,3071,2606,3805,2193,3932,2550,5675,5357
"('OG_08874', 'Pocillopora_meandrina_HIv1___RNAseq.g28323.t1')",1198,947,454,497,48,635,1320,650,491,919,817,286,436,607,1370,1241,1199,1165,1306,156,0,957,540,579,813,1648,761,591,1063,445,1058,1305
"('OG_07404', 'Pocillopora_meandrina_HIv1___RNAseq.g28422.t1')",1655,1199,658,570,38,303,2317,1569,250,3129,814,153,844,1152,1910,2043,1157,2133,2457,43,59,1582,1207,1321,1021,1400,1244,418,1179,397,1427,1388
"('OG_15334', 'Pocillopora_meandrina_HIv1___RNAseq.g28536.t1')",404,234,183,109,26,44,351,480,80,192,151,78,205,317,331,408,296,299,321,2,0,284,144,406,265,298,214,111,312,130,257,460
"('OG_07641', 'Pocillopora_meandrina_HIv1___RNAseq.g28575.t1')",3796,2222,1298,2374,625,1108,4609,2864,762,10531,2963,221,1857,1399,3633,6060,2100,7317,4266,106,310,4088,3422,3138,2843,6664,1865,2214,2630,949,1885,2987
"('OG_08663', 'Pocillopora_meandrina_HIv1___TS.g8473.t1')",1079,109,113,40,0,120,251,182,255,12,124,9,230,472,208,85,797,179,102,103,0,64,82,316,186,98,241,19,186,60,291,204
"('OG_07331', 'Pocillopora_meandrina_HIv1___RNAseq.g28782.t1')",63,35,52,14,10,12,13,186,26,27,17,13,18,36,123,6,36,0,23,8,0,32,30,90,18,8,25,16,15,24,7,32
"('OG_07330', 'Pocillopora_meandrina_HIv1___RNAseq.g28783.t1')",66,74,53,18,13,221,95,25,68,74,79,47,50,120,60,56,51,37,110,53,25,79,29,37,34,39,42,298,78,45,36,179
"('OG_15569', 'Pocillopora_meandrina_HIv1___RNAseq.g28862.t1')",11,51,1,6,0,0,14,4,0,7,5,2,4,9,9,3,9,4,10,0,0,12,4,2,21,21,22,1,0,4,2,9
"('OG_02000', 'Pocillopora_meandrina_HIv1___RNAseq.g17893.t1')",3055,947,1259,983,147,1613,2499,1313,1713,493,1133,247,1588,1229,3086,2082,2649,1997,2565,294,95,707,465,622,770,916,1066,866,1728,1108,1723,3271
"('OG_02070', 'Pocillopora_meandrina_HIv1___RNAseq.g17924.t1')",73,52,11,0,0,0,7,46,0,0,0,0,20,34,0,0,22,0,0,0,0,0,0,32,0,0,18,0,0,0,20,0
"('OG_01999', 'Pocillopora_meandrina_HIv1___RNAseq.g17894.t1')",125,83,49,70,0,28,32,63,69,30,85,79,129,126,38,39,141,15,65,0,0,98,132,80,71,68,126,37,27,24,75,58
"('OG_02124', 'Pocillopora_meandrina_HIv1___RNAseq.g18045.t1')",2959,2115,1445,1067,457,1025,2017,4094,1269,1834,1387,656,1253,2137,1887,1721,2157,1979,2265,121,444,1979,1986,3456,1877,1673,2621,1760,2563,608,2806,3142
"('OG_02146', 'Pocillopora_meandrina_HIv1___RNAseq.g18072.t1')",17,169,147,35,7,26,24,223,18,3,47,25,75,131,12,17,31,21,11,0,0,15,94,182,50,19,124,14,35,12,93,20
"('OG_02148', 'Pocillopora_meandrina_HIv1___TS.g21065.t1')",218,153,153,115,7,118,246,200,218,99,199,43,130,141,229,105,271,226,174,55,0,209,154,184,241,276,189,81,200,153,204,196
"('OG_16307', 'Pocillopora_meandrina_HIv1___RNAseq.g18078.t1')",74,18,21,8,0,26,8,23,54,18,41,3,42,90,0,12,113,31,46,19,0,11,18,68,36,24,51,7,56,9,71,74
"('OG_02149', 'Pocillopora_meandrina_HIv1___TS.g21072.t1')",361,44,137,129,0,82,90,79,183,17,130,18,130,200,39,16,246,66,38,7,19,57,55,95,123,29,155,10,238,118,203,114
"('OG_14140', 'Pocillopora_meandrina_HIv1___RNAseq.g18228.t1')",142,9,25,12,0,21,10,0,0,14,8,0,228,47,85,68,4,0,115,9,0,19,0,0,0,50,0,15,6,4,0,18
"('OG_16856', 'Pocillopora_meandrina_HIv1___TS.g21211.t1')",1906,2547,1144,2123,282,822,11129,3372,2072,8902,4103,795,2153,2063,3709,3463,3550,4132,1462,161,280,2283,2961,3063,2498,3350,2212,1497,2825,1128,2861,2335
"('OG_18224', 'Pocillopora_meandrina_HIv1___RNAseq.g18312.t1')",107,42,89,26,19,18,60,67,63,6,25,12,80,73,17,0,133,8,0,0,0,19,23,61,47,21,58,10,22,26,51,34
"('OG_15627', 'Pocillopora_meandrina_HIv1___RNAseq.g18404.t1')",69,18,58,77,2,63,29,33,116,29,37,17,54,20,83,68,35,42,9,0,125,361,246,402,13,17,23,23,530,572,291,57
"('OG_02102', 'Pocillopora_meandrina_HIv1___RNAseq.g18435.t2')",422,677,531,417,58,251,460,868,266,239,591,321,576,1096,351,306,623,247,260,24,26,317,425,796,713,444,553,160,511,253,689,273
"('OG_04165', 'Pocillopora_meandrina_HIv1___RNAseq.g199.t1')",559,292,229,187,25,194,1461,469,100,1931,205,56,272,412,1687,1766,484,2153,1277,31,29,775,174,418,395,777,361,511,853,281,337,1461
"('OG_04331', 'Pocillopora_meandrina_HIv1___RNAseq.g219.t1')",169,332,115,95,21,58,85,143,25,87,134,66,77,176,6,19,64,25,54,28,0,259,40,79,208,81,198,16,157,109,335,45
"('OG_14514', 'Pocillopora_meandrina_HIv1___RNAseq.g217.t1')",1505,1185,1300,883,383,620,1027,2493,587,708,952,426,915,1571,695,626,1248,509,708,86,375,759,1644,2111,1598,1072,1572,304,1202,260,2145,370
"('OG_16731', 'Pocillopora_meandrina_HIv1___RNAseq.g330.t1')",208,152,83,135,12,127,13,91,22,8,43,5,76,42,79,57,186,147,0,169,0,25,22,27,56,23,0,17,281,156,264,27
"('OG_14540', 'Pocillopora_meandrina_HIv1___RNAseq.g370.t1')",1145,725,433,805,33,228,1153,1027,325,344,628,137,935,1148,473,310,788,350,361,63,0,300,827,874,1374,1086,1254,157,943,292,944,817
"('OG_04443', 'Pocillopora_meandrina_HIv1___RNAseq.g371.t1')",308,250,94,105,0,49,397,289,75,104,125,30,180,324,139,89,223,90,77,110,0,30,161,134,530,376,358,61,290,42,250,158
"('OG_04327', 'Pocillopora_meandrina_HIv1___RNAseq.g393.t1')",3789,2994,2498,1580,851,1532,3193,5891,2172,2261,1971,1548,1637,2808,1821,2047,2836,2089,2215,952,240,2120,2678,4021,2349,1992,3974,2427,2976,731,4212,3634
"('OG_04247', 'Pocillopora_meandrina_HIv1___RNAseq.g448.t1')",240,437,119,348,67,27,134,424,73,1347,268,22,431,26,448,1287,47,890,795,123,16,1137,723,178,464,780,142,320,187,166,80,104
"('OG_04238', 'Pocillopora_meandrina_HIv1___RNAseq.g438.t1')",1453,2326,1279,510,55,755,803,2534,681,796,659,397,796,785,366,459,761,366,568,365,17,620,613,2936,762,1819,1512,594,806,327,1848,1216
"('OG_04243', 'Pocillopora_meandrina_HIv1___RNAseq.g446.t1')",1824,2382,1099,844,82,346,2229,2112,563,984,973,367,1662,2521,628,422,1652,539,821,28,45,416,702,1713,2216,943,2658,218,1735,458,3230,817
"('OG_08331', 'Pocillopora_meandrina_HIv1___RNAseq.g10617.t1')",634,743,122,162,19,199,566,541,463,615,1180,266,595,601,333,210,452,364,348,151,86,423,454,634,705,699,665,66,616,335,474,587
"('OG_08347', 'Pocillopora_meandrina_HIv1___TS.g13145.t5a')",1777,2625,4142,2314,777,2089,3681,3213,2282,3492,2222,3626,3245,2490,1985,1284,2307,2030,2043,784,857,1061,1600,2620,2160,1119,2883,1482,1455,1505,3009,2705
"('OG_16380', 'Pocillopora_meandrina_HIv1___RNAseq.g10676.t2')",1990,1144,667,615,69,606,784,958,1153,672,953,385,995,951,411,281,1117,157,449,21,99,654,976,1093,1132,792,1105,222,762,605,1123,806
"('OG_08497', 'Pocillopora_meandrina_HIv1___RNAseq.g10998.t1')",158,170,303,90,65,187,374,478,123,227,129,191,204,140,102,88,245,187,132,152,22,154,151,317,126,87,140,201,136,114,267,250
"('OG_08432', 'Pocillopora_meandrina_HIv1___RNAseq.g11082.t1')",94,179,169,119,3,95,89,207,76,199,519,292,208,119,12,22,143,38,22,14,14,29,123,234,201,104,183,52,133,67,293,225
"('OG_10274', 'Pocillopora_meandrina_HIv1___RNAseq.g11141.t1')",4,3,22,4,12,5,9,7,22,11,15,30,11,17,12,4,19,14,7,12,22,6,13,12,5,4,3,5,12,11,6,16
"('OG_16011', 'Pocillopora_meandrina_HIv1___RNAseq.g3012.t1')",3,0,10,15,12,18,3,1,3,2,0,10,0,0,0,0,0,0,0,0,0,2,0,1,15,6,3,18,0,0,0,3
"('OG_05950', 'Pocillopora_meandrina_HIv1___RNAseq.g3045.t1')",176,95,132,110,42,172,320,286,99,1267,623,131,137,106,1031,789,88,900,582,131,43,525,203,256,155,479,220,268,168,55,181,573
"('OG_05952', 'Pocillopora_meandrina_HIv1___TS.g18166.t1')",622,193,326,253,129,120,1112,474,116,3186,345,203,259,224,318,355,251,752,429,330,84,684,360,545,382,350,605,783,228,400,377,1386
"('OG_14803', 'Pocillopora_meandrina_HIv1___TS.g18162.t1')",5825,2026,1189,1660,64,699,4693,1619,509,5152,1122,444,3199,1519,1601,1594,1603,2476,1401,407,24,1655,1958,2019,1728,1568,2098,619,1507,1220,2368,1659
"('OG_17800', 'Pocillopora_meandrina_HIv1___RNAseq.g3086.t2')",33,10,0,0,0,0,6,23,0,1,0,0,6,0,19,0,29,29,0,79,0,0,3,5,15,12,29,0,22,15,2,0
"('OG_14626', 'Pocillopora_meandrina_HIv1___RNAseq.g3152.t1')",5,33,9,0,0,5,0,0,6,15,20,0,4,6,32,24,26,18,10,61,0,0,0,0,0,61,15,14,0,21,7,9
